timestamp,station_id,temperature,charging_status,battery_level,power_draw_kWh
2025-06-28 06:19:00,1,27.56,Available,,0.0
2025-06-28 06:19:00,2,33.47,Available,,0.0
2025-06-28 06:19:00,3,35.75,Occupied,65.84,5.77
2025-06-28 06:19:00,4,25.21,Available,,0.0
2025-06-28 06:19:00,5,35.44,Available,,0.0
2025-06-28 06:19:05,1,25.32,Available,,0.0
2025-06-28 06:19:05,2,39.77,Available,,0.0
2025-06-28 06:19:05,3,31.96,Available,,0.0
2025-06-28 06:19:05,4,30.77,Available,,0.0
2025-06-28 06:19:05,5,36.28,Occupied,96.67,6.82
2025-06-28 06:19:10,1,34.79,Occupied,95.17,9.61
2025-06-28 06:19:10,2,38.66,Available,,0.0
2025-06-28 06:19:10,3,26.41,Occupied,68.47,11.27
2025-06-28 06:19:10,4,34.28,Available,,0.0
2025-06-28 06:19:10,5,31.43,Occupied,74.44,16.24
2025-06-28 06:19:15,1,32.42,Occupied,79.77,12.24
2025-06-28 06:19:15,2,31.9,Available,,0.0
2025-06-28 06:19:15,3,35.47,Occupied,71.85,14.78
2025-06-28 06:19:15,4,31.77,Occupied,73.67,15.03
2025-06-28 06:19:15,5,30.14,Available,,0.0
2025-06-28 06:19:20,1,30.6,Available,,0.0
2025-06-28 06:19:20,2,36.8,Occupied,78.4,10.19
2025-06-28 06:19:20,3,28.06,Available,,0.0
2025-06-28 06:19:20,4,25.62,Available,,0.0
2025-06-28 06:19:20,5,35.21,Available,,0.0
2025-06-28 06:19:25,1,26.28,Occupied,71.52,16.37
2025-06-28 06:19:25,2,38.78,Occupied,60.93,13.43
2025-06-28 06:19:25,3,36.78,Occupied,44.78,17.28
2025-06-28 06:19:25,4,39.28,Available,,0.0
2025-06-28 06:19:25,5,29.64,Available,,0.0
2025-06-28 06:19:30,1,25.68,Occupied,30.69,6.73
2025-06-28 06:19:30,2,27.74,Available,,0.0
2025-06-28 06:19:30,3,39.41,Occupied,15.84,16.32
2025-06-28 06:19:30,4,35.87,Occupied,77.56,5.34
2025-06-28 06:19:30,5,29.97,Available,,0.0
2025-06-28 06:19:35,1,34.45,Available,,0.0
2025-06-28 06:19:35,2,37.63,Available,,0.0
2025-06-28 06:19:35,3,39.97,Occupied,50.07,18.29
2025-06-28 06:19:35,4,29.9,Occupied,47.81,18.34
2025-06-28 06:19:35,5,29.96,Available,,0.0
2025-06-28 06:19:40,1,26.45,Available,,0.0
2025-06-28 06:19:40,2,38.35,Available,,0.0
2025-06-28 06:19:40,3,29.0,Available,,0.0
2025-06-28 06:19:40,4,28.04,Available,,0.0
2025-06-28 06:19:40,5,36.85,Occupied,90.75,13.13
2025-06-28 06:19:45,1,25.62,Occupied,73.48,13.35
2025-06-28 06:19:45,2,38.8,Available,,0.0
2025-06-28 06:19:45,3,30.02,Occupied,42.16,18.34
2025-06-28 06:19:45,4,27.57,Occupied,88.96,6.0
2025-06-28 06:19:45,5,37.37,Occupied,92.77,17.52
2025-06-28 06:19:50,1,33.03,Occupied,27.97,8.77
2025-06-28 06:19:50,2,39.16,Occupied,36.73,9.93
2025-06-28 06:19:50,3,38.08,Occupied,94.59,8.05
2025-06-28 06:19:50,4,31.71,Available,,0.0
2025-06-28 06:19:50,5,30.67,Occupied,98.99,11.31
2025-06-28 06:19:55,1,34.36,Available,,0.0
2025-06-28 06:19:55,2,33.37,Available,,0.0
2025-06-28 06:19:55,3,34.47,Occupied,20.28,13.43
2025-06-28 06:19:55,4,33.97,Available,,0.0
2025-06-28 06:19:55,5,33.36,Occupied,22.04,5.42
2025-06-28 06:20:00,1,38.78,Occupied,82.73,6.93
2025-06-28 06:20:00,2,26.29,Occupied,73.96,14.11
2025-06-28 06:20:00,3,30.68,Occupied,55.03,5.16
2025-06-28 06:20:00,4,36.16,Occupied,61.05,7.15
2025-06-28 06:20:00,5,39.53,Occupied,50.68,7.18
2025-06-28 06:20:05,1,30.07,Available,,0.0
2025-06-28 06:20:05,2,30.41,Occupied,29.82,14.38
2025-06-28 06:20:05,3,34.81,Occupied,83.3,14.94
2025-06-28 06:20:05,4,28.29,Available,,0.0
2025-06-28 06:20:05,5,33.47,Occupied,47.03,19.23
2025-06-28 06:20:10,1,27.7,Available,,0.0
2025-06-28 06:20:10,2,36.69,Occupied,33.7,7.7
2025-06-28 06:20:10,3,27.19,Available,,0.0
2025-06-28 06:20:10,4,28.97,Occupied,46.45,14.71
2025-06-28 06:20:10,5,28.13,Available,,0.0
2025-06-28 06:20:15,1,38.7,Occupied,47.57,12.26
2025-06-28 06:20:15,2,31.32,Occupied,35.05,9.51
2025-06-28 06:20:15,3,26.57,Available,,0.0
2025-06-28 06:20:15,4,26.82,Available,,0.0
2025-06-28 06:20:15,5,39.71,Occupied,25.68,12.25
2025-06-28 06:20:20,1,30.81,Occupied,19.28,8.37
2025-06-28 06:20:20,2,27.0,Occupied,22.5,15.93
2025-06-28 06:20:20,3,25.75,Occupied,90.71,6.22
2025-06-28 06:20:20,4,29.04,Occupied,61.89,13.09
2025-06-28 06:20:20,5,39.62,Available,,0.0
2025-06-28 06:20:25,1,30.06,Occupied,25.34,11.86
2025-06-28 06:20:25,2,37.88,Occupied,63.4,10.18
2025-06-28 06:20:25,3,30.82,Available,,0.0
2025-06-28 06:20:25,4,25.55,Occupied,80.09,6.04
2025-06-28 06:20:25,5,36.22,Occupied,30.01,15.2
2025-06-28 06:20:30,1,26.67,Available,,0.0
2025-06-28 06:20:30,2,37.42,Occupied,55.85,14.22
2025-06-28 06:20:30,3,29.06,Available,,0.0
2025-06-28 06:20:30,4,34.65,Occupied,20.14,10.84
2025-06-28 06:20:30,5,33.22,Available,,0.0
2025-06-28 06:20:35,1,32.9,Available,,0.0
2025-06-28 06:20:35,2,36.96,Occupied,25.88,10.57
2025-06-28 06:20:35,3,34.58,Occupied,95.62,16.3
2025-06-28 06:20:35,4,31.44,Occupied,13.97,19.97
2025-06-28 06:20:35,5,33.06,Available,,0.0
2025-06-28 06:20:40,1,31.23,Occupied,96.49,12.23
2025-06-28 06:20:40,2,38.28,Available,,0.0
2025-06-28 06:20:40,3,28.41,Available,,0.0
2025-06-28 06:20:40,4,28.69,Available,,0.0
2025-06-28 06:20:40,5,27.0,Available,,0.0
2025-06-28 06:20:45,1,30.95,Available,,0.0
2025-06-28 06:20:45,2,34.25,Occupied,16.62,18.62
2025-06-28 06:20:45,3,28.08,Occupied,67.48,17.51
2025-06-28 06:20:45,4,39.84,Available,,0.0
2025-06-28 06:20:45,5,26.27,Available,,0.0
2025-06-28 06:20:50,1,30.82,Available,,0.0
2025-06-28 06:20:50,2,37.89,Available,,0.0
2025-06-28 06:20:50,3,31.95,Occupied,42.66,6.49
2025-06-28 06:20:50,4,39.89,Available,,0.0
2025-06-28 06:20:50,5,36.51,Occupied,51.17,17.4
2025-06-28 06:20:55,1,26.14,Occupied,91.38,17.21
2025-06-28 06:20:55,2,34.4,Available,,0.0
2025-06-28 06:20:55,3,39.47,Occupied,68.57,15.63
2025-06-28 06:20:55,4,32.61,Available,,0.0
2025-06-28 06:20:55,5,39.92,Available,,0.0
2025-06-28 06:21:00,1,34.84,Occupied,65.49,9.25
2025-06-28 06:21:00,2,39.96,Available,,0.0
2025-06-28 06:21:00,3,28.0,Occupied,36.33,13.15
2025-06-28 06:21:00,4,33.53,Available,,0.0
2025-06-28 06:21:00,5,32.32,Available,,0.0
2025-06-28 06:21:05,1,28.17,Occupied,64.04,11.59
2025-06-28 06:21:05,2,36.06,Available,,0.0
2025-06-28 06:21:05,3,34.48,Occupied,65.61,5.45
2025-06-28 06:21:05,4,37.07,Available,,0.0
2025-06-28 06:21:05,5,39.23,Occupied,95.49,9.42
2025-06-28 06:21:10,1,29.72,Occupied,70.86,6.83
2025-06-28 06:21:10,2,25.66,Occupied,35.19,6.51
2025-06-28 06:21:10,3,25.23,Available,,0.0
2025-06-28 06:21:10,4,26.48,Occupied,95.98,15.02
2025-06-28 06:21:10,5,37.04,Available,,0.0
2025-06-28 06:21:15,1,38.8,Occupied,79.86,18.52
2025-06-28 06:21:15,2,31.36,Available,,0.0
2025-06-28 06:21:15,3,37.88,Available,,0.0
2025-06-28 06:21:15,4,38.06,Available,,0.0
2025-06-28 06:21:15,5,37.54,Occupied,99.02,10.32
2025-06-28 06:21:20,1,28.26,Occupied,41.33,13.98
2025-06-28 06:21:20,2,34.19,Occupied,54.76,11.14
2025-06-28 06:21:20,3,26.55,Occupied,76.3,8.5
2025-06-28 06:21:20,4,35.09,Occupied,49.86,15.13
2025-06-28 06:21:20,5,28.93,Occupied,93.26,19.95
2025-06-28 06:21:25,1,25.86,Available,,0.0
2025-06-28 06:21:25,2,29.15,Occupied,82.81,16.08
2025-06-28 06:21:25,3,37.48,Occupied,62.69,16.38
2025-06-28 06:21:25,4,26.66,Available,,0.0
2025-06-28 06:21:25,5,29.93,Available,,0.0
2025-06-28 06:21:30,1,37.16,Occupied,44.23,8.75
2025-06-28 06:21:30,2,37.29,Available,,0.0
2025-06-28 06:21:30,3,39.09,Occupied,80.19,13.87
2025-06-28 06:21:30,4,25.18,Available,,0.0
2025-06-28 06:21:30,5,39.07,Available,,0.0
2025-06-28 06:21:35,1,39.44,Available,,0.0
2025-06-28 06:21:35,2,38.6,Occupied,19.23,12.88
2025-06-28 06:21:35,3,27.78,Available,,0.0
2025-06-28 06:21:35,4,25.94,Available,,0.0
2025-06-28 06:21:35,5,34.88,Occupied,25.44,8.63
2025-06-28 06:21:40,1,30.12,Available,,0.0
2025-06-28 06:21:40,2,25.56,Available,,0.0
2025-06-28 06:21:40,3,35.18,Available,,0.0
2025-06-28 06:21:40,4,34.78,Available,,0.0
2025-06-28 06:21:40,5,28.63,Occupied,79.75,5.44
2025-06-28 06:21:45,1,29.7,Available,,0.0
2025-06-28 06:21:45,2,27.95,Available,,0.0
2025-06-28 06:21:45,3,25.64,Occupied,25.32,10.9
2025-06-28 06:21:45,4,37.23,Occupied,83.76,16.75
2025-06-28 06:21:45,5,29.27,Occupied,95.47,13.72
2025-06-28 06:21:50,1,36.22,Available,,0.0
2025-06-28 06:21:50,2,29.78,Available,,0.0
2025-06-28 06:21:50,3,38.42,Occupied,91.64,17.3
2025-06-28 06:21:50,4,32.96,Available,,0.0
2025-06-28 06:21:50,5,37.82,Available,,0.0
2025-06-28 06:21:55,1,38.15,Available,,0.0
2025-06-28 06:21:55,2,28.42,Available,,0.0
2025-06-28 06:21:55,3,28.12,Available,,0.0
2025-06-28 06:21:55,4,27.2,Available,,0.0
2025-06-28 06:21:55,5,27.16,Occupied,47.3,17.84
2025-06-28 06:22:00,1,27.47,Occupied,54.91,9.69
2025-06-28 06:22:00,2,29.85,Occupied,53.45,16.01
2025-06-28 06:22:00,3,27.82,Available,,0.0
2025-06-28 06:22:00,4,34.06,Occupied,38.82,16.38
2025-06-28 06:22:00,5,37.82,Available,,0.0
2025-06-28 06:22:05,1,38.8,Available,,0.0
2025-06-28 06:22:05,2,31.73,Available,,0.0
2025-06-28 06:22:05,3,31.72,Occupied,51.73,7.51
2025-06-28 06:22:05,4,32.45,Available,,0.0
2025-06-28 06:22:05,5,30.04,Occupied,99.1,12.32
2025-06-28 06:22:10,1,34.74,Occupied,13.84,6.88
2025-06-28 06:22:10,2,32.7,Available,,0.0
2025-06-28 06:22:10,3,32.66,Occupied,27.65,10.49
2025-06-28 06:22:10,4,32.96,Available,,0.0
2025-06-28 06:22:10,5,39.38,Available,,0.0
2025-06-28 06:22:15,1,26.19,Occupied,11.67,14.39
2025-06-28 06:22:15,2,35.48,Available,,0.0
2025-06-28 06:22:15,3,29.52,Occupied,18.92,14.44
2025-06-28 06:22:15,4,37.15,Available,,0.0
2025-06-28 06:22:15,5,35.44,Available,,0.0
2025-06-28 06:22:20,1,31.68,Available,,0.0
2025-06-28 06:22:20,2,29.37,Available,,0.0
2025-06-28 06:22:20,3,32.68,Occupied,25.41,12.89
2025-06-28 06:22:20,4,31.11,Available,,0.0
2025-06-28 06:22:20,5,26.96,Occupied,20.13,12.82
2025-06-28 06:22:25,1,39.24,Available,,0.0
2025-06-28 06:22:25,2,25.69,Available,,0.0
2025-06-28 06:22:25,3,34.5,Occupied,89.47,5.42
2025-06-28 06:22:25,4,33.01,Occupied,25.88,12.23
2025-06-28 06:22:25,5,33.17,Available,,0.0
2025-06-28 06:22:30,1,31.03,Available,,0.0
2025-06-28 06:22:30,2,30.09,Available,,0.0
2025-06-28 06:22:30,3,29.77,Available,,0.0
2025-06-28 06:22:30,4,26.07,Occupied,48.55,15.95
2025-06-28 06:22:30,5,30.9,Available,,0.0
2025-06-28 06:22:35,1,26.04,Occupied,33.0,6.16
2025-06-28 06:22:35,2,33.24,Available,,0.0
2025-06-28 06:22:35,3,34.44,Available,,0.0
2025-06-28 06:22:35,4,39.75,Occupied,94.63,12.29
2025-06-28 06:22:35,5,38.73,Available,,0.0
2025-06-28 06:22:40,1,33.08,Occupied,82.86,19.97
2025-06-28 06:22:40,2,32.61,Available,,0.0
2025-06-28 06:22:40,3,39.43,Occupied,37.83,8.46
2025-06-28 06:22:40,4,27.19,Available,,0.0
2025-06-28 06:22:40,5,25.94,Occupied,74.15,19.95
2025-06-28 06:22:45,1,29.48,Occupied,30.05,13.51
2025-06-28 06:22:45,2,29.98,Occupied,41.77,8.47
2025-06-28 06:22:45,3,38.17,Occupied,21.59,17.68
2025-06-28 06:22:45,4,31.47,Available,,0.0
2025-06-28 06:22:45,5,34.09,Available,,0.0
2025-06-28 06:22:50,1,29.28,Available,,0.0
2025-06-28 06:22:50,2,27.46,Available,,0.0
2025-06-28 06:22:50,3,35.01,Available,,0.0
2025-06-28 06:22:50,4,29.05,Available,,0.0
2025-06-28 06:22:50,5,26.93,Occupied,63.17,13.46
2025-06-28 06:22:55,1,37.42,Available,,0.0
2025-06-28 06:22:55,2,26.04,Occupied,31.42,14.02
2025-06-28 06:22:55,3,31.78,Available,,0.0
2025-06-28 06:22:55,4,32.42,Available,,0.0
2025-06-28 06:22:55,5,31.05,Available,,0.0
2025-06-28 06:23:00,1,34.67,Available,,0.0
2025-06-28 06:23:00,2,34.35,Occupied,75.24,8.27
2025-06-28 06:23:00,3,25.57,Occupied,65.74,17.57
2025-06-28 06:23:00,4,37.47,Available,,0.0
2025-06-28 06:23:00,5,29.25,Occupied,67.89,14.83
2025-06-28 06:23:05,1,27.51,Occupied,68.23,11.32
2025-06-28 06:23:05,2,28.99,Occupied,63.17,13.62
2025-06-28 06:23:05,3,33.83,Occupied,72.15,7.85
2025-06-28 06:23:05,4,26.47,Occupied,75.86,7.96
2025-06-28 06:23:05,5,27.39,Occupied,41.56,19.5
2025-06-28 06:23:10,1,30.31,Available,,0.0
2025-06-28 06:23:10,2,31.53,Available,,0.0
2025-06-28 06:23:10,3,38.64,Occupied,57.87,12.46
2025-06-28 06:23:10,4,28.27,Occupied,11.03,9.52
2025-06-28 06:23:10,5,28.85,Occupied,97.16,6.88
2025-06-28 06:23:15,1,31.13,Available,,0.0
2025-06-28 06:23:15,2,27.46,Available,,0.0
2025-06-28 06:23:15,3,36.78,Available,,0.0
2025-06-28 06:23:15,4,31.45,Occupied,92.8,9.59
2025-06-28 06:23:15,5,29.39,Available,,0.0
2025-06-28 06:23:20,1,27.62,Available,,0.0
2025-06-28 06:23:20,2,32.86,Available,,0.0
2025-06-28 06:23:20,3,29.05,Occupied,25.14,13.55
2025-06-28 06:23:20,4,28.76,Available,,0.0
2025-06-28 06:23:20,5,31.1,Occupied,77.58,18.26
2025-06-28 06:23:25,1,39.17,Available,,0.0
2025-06-28 06:23:25,2,27.57,Available,,0.0
2025-06-28 06:23:25,3,39.98,Occupied,98.98,14.39
2025-06-28 06:23:25,4,32.21,Available,,0.0
2025-06-28 06:23:25,5,28.8,Available,,0.0
2025-06-28 06:23:30,1,31.45,Occupied,24.87,8.47
2025-06-28 06:23:30,2,32.26,Occupied,59.22,18.32
2025-06-28 06:23:30,3,36.34,Available,,0.0
2025-06-28 06:23:30,4,30.19,Occupied,68.91,11.08
2025-06-28 06:23:30,5,34.92,Available,,0.0
2025-06-28 06:23:35,1,36.43,Occupied,19.02,12.09
2025-06-28 06:23:35,2,29.05,Occupied,57.54,12.93
2025-06-28 06:23:35,3,38.22,Available,,0.0
2025-06-28 06:23:35,4,28.46,Occupied,27.12,8.65
2025-06-28 06:23:35,5,25.25,Occupied,16.33,6.23
2025-06-28 06:23:40,1,26.68,Occupied,82.62,5.85
2025-06-28 06:23:40,2,36.94,Available,,0.0
2025-06-28 06:23:40,3,29.35,Occupied,12.45,15.57
2025-06-28 06:23:40,4,26.41,Available,,0.0
2025-06-28 06:23:40,5,29.58,Available,,0.0
2025-06-28 06:23:45,1,32.71,Occupied,34.86,8.92
2025-06-28 06:23:45,2,26.12,Available,,0.0
2025-06-28 06:23:45,3,29.83,Available,,0.0
2025-06-28 06:23:45,4,31.19,Occupied,52.43,15.46
2025-06-28 06:23:45,5,27.96,Occupied,42.08,9.95
2025-06-28 06:23:50,1,36.8,Occupied,54.53,12.92
2025-06-28 06:23:50,2,36.06,Occupied,52.01,5.04
2025-06-28 06:23:50,3,25.07,Available,,0.0
2025-06-28 06:23:50,4,30.8,Available,,0.0
2025-06-28 06:23:50,5,31.28,Occupied,12.65,7.99
2025-06-28 06:23:55,1,26.98,Occupied,31.19,9.54
2025-06-28 06:23:55,2,26.52,Occupied,54.46,7.55
2025-06-28 06:23:55,3,33.18,Available,,0.0
2025-06-28 06:23:55,4,35.55,Occupied,19.45,11.04
2025-06-28 06:23:55,5,27.59,Available,,0.0
2025-06-28 06:24:00,1,26.33,Available,,0.0
2025-06-28 06:24:00,2,26.25,Occupied,25.57,5.8
2025-06-28 06:24:00,3,27.54,Available,,0.0
2025-06-28 06:24:00,4,31.21,Available,,0.0
2025-06-28 06:24:00,5,34.66,Occupied,82.55,12.02
2025-06-28 06:24:05,1,39.86,Occupied,92.17,15.81
2025-06-28 06:24:05,2,38.48,Available,,0.0
2025-06-28 06:24:05,3,33.99,Occupied,78.26,11.66
2025-06-28 06:24:05,4,34.16,Occupied,11.24,15.84
2025-06-28 06:24:05,5,33.47,Occupied,66.47,11.12
2025-06-28 06:24:10,1,34.4,Available,,0.0
2025-06-28 06:24:10,2,39.5,Occupied,43.17,7.06
2025-06-28 06:24:10,3,34.73,Occupied,80.55,6.3
2025-06-28 06:24:10,4,35.82,Available,,0.0
2025-06-28 06:24:10,5,30.9,Occupied,74.21,19.88
2025-06-28 06:24:15,1,30.32,Available,,0.0
2025-06-28 06:24:15,2,39.72,Occupied,84.61,13.69
2025-06-28 06:24:15,3,38.95,Available,,0.0
2025-06-28 06:24:15,4,34.55,Available,,0.0
2025-06-28 06:24:15,5,27.57,Occupied,52.72,11.76
2025-06-28 06:24:20,1,29.96,Occupied,36.28,12.54
2025-06-28 06:24:20,2,31.55,Available,,0.0
2025-06-28 06:24:20,3,34.01,Occupied,57.65,5.67
2025-06-28 06:24:20,4,25.91,Available,,0.0
2025-06-28 06:24:20,5,35.92,Occupied,85.48,9.71
2025-06-28 06:24:25,1,25.66,Available,,0.0
2025-06-28 06:24:25,2,31.82,Occupied,99.12,18.95
2025-06-28 06:24:25,3,31.17,Available,,0.0
2025-06-28 06:24:25,4,32.48,Occupied,62.08,18.52
2025-06-28 06:24:25,5,39.56,Available,,0.0
2025-06-28 06:24:30,1,36.57,Available,,0.0
2025-06-28 06:24:30,2,30.45,Occupied,83.83,6.61
2025-06-28 06:24:30,3,28.66,Available,,0.0
2025-06-28 06:24:30,4,38.91,Occupied,93.21,14.77
2025-06-28 06:24:30,5,37.92,Occupied,95.55,13.57
2025-06-28 06:24:35,1,27.06,Available,,0.0
2025-06-28 06:24:35,2,38.79,Occupied,78.58,16.99
2025-06-28 06:24:35,3,28.28,Occupied,35.57,16.96
2025-06-28 06:24:35,4,29.76,Available,,0.0
2025-06-28 06:24:35,5,31.25,Occupied,18.52,8.98
2025-06-28 06:24:40,1,34.2,Occupied,59.33,5.31
2025-06-28 06:24:40,2,28.07,Occupied,69.12,13.09
2025-06-28 06:24:40,3,30.16,Occupied,37.79,9.67
2025-06-28 06:24:40,4,39.07,Occupied,28.38,14.29
2025-06-28 06:24:40,5,36.37,Available,,0.0
2025-06-28 06:24:45,1,36.26,Available,,0.0
2025-06-28 06:24:45,2,36.29,Available,,0.0
2025-06-28 06:24:45,3,32.64,Available,,0.0
2025-06-28 06:24:45,4,37.31,Available,,0.0
2025-06-28 06:24:45,5,27.57,Occupied,99.91,9.95
2025-06-28 06:24:50,1,27.87,Available,,0.0
2025-06-28 06:24:50,2,31.12,Available,,0.0
2025-06-28 06:24:50,3,25.7,Occupied,18.62,19.6
2025-06-28 06:24:50,4,25.18,Occupied,28.31,7.58
2025-06-28 06:24:50,5,28.97,Occupied,53.59,6.13
2025-06-28 06:24:55,1,29.18,Occupied,49.01,5.16
2025-06-28 06:24:55,2,25.41,Available,,0.0
2025-06-28 06:24:55,3,30.41,Occupied,36.41,9.31
2025-06-28 06:24:55,4,26.61,Available,,0.0
2025-06-28 06:24:55,5,29.8,Available,,0.0
2025-06-28 06:25:00,1,29.17,Available,,0.0
2025-06-28 06:25:00,2,31.86,Occupied,24.54,16.66
2025-06-28 06:25:00,3,38.21,Occupied,55.72,6.38
2025-06-28 06:25:00,4,31.33,Available,,0.0
2025-06-28 06:25:00,5,38.08,Occupied,82.02,16.57
2025-06-28 06:25:05,1,31.13,Occupied,29.42,17.77
2025-06-28 06:25:05,2,32.72,Available,,0.0
2025-06-28 06:25:05,3,33.12,Occupied,88.4,7.35
2025-06-28 06:25:05,4,36.03,Occupied,95.59,16.01
2025-06-28 06:25:05,5,37.06,Occupied,53.02,19.73
2025-06-28 06:25:10,1,37.85,Occupied,74.58,19.11
2025-06-28 06:25:10,2,32.78,Occupied,31.24,12.4
2025-06-28 06:25:10,3,30.31,Available,,0.0
2025-06-28 06:25:10,4,37.3,Occupied,79.04,9.17
2025-06-28 06:25:10,5,34.24,Available,,0.0
2025-06-28 06:25:15,1,33.65,Available,,0.0
2025-06-28 06:25:15,2,30.19,Occupied,21.53,19.02
2025-06-28 06:25:15,3,29.8,Occupied,11.75,5.06
2025-06-28 06:25:15,4,28.01,Available,,0.0
2025-06-28 06:25:15,5,25.64,Available,,0.0
2025-06-28 06:25:20,1,29.25,Available,,0.0
2025-06-28 06:25:20,2,33.5,Occupied,72.03,11.57
2025-06-28 06:25:20,3,32.92,Occupied,87.6,9.49
2025-06-28 06:25:20,4,38.51,Occupied,27.73,18.66
2025-06-28 06:25:20,5,27.06,Occupied,34.7,6.41
2025-06-28 06:25:25,1,35.67,Occupied,77.69,9.31
2025-06-28 06:25:25,2,39.61,Available,,0.0
2025-06-28 06:25:25,3,39.92,Occupied,47.51,9.96
2025-06-28 06:25:25,4,27.37,Available,,0.0
2025-06-28 06:25:25,5,35.44,Occupied,68.02,12.96
2025-06-28 06:25:30,1,30.21,Occupied,55.81,13.34
2025-06-28 06:25:30,2,37.09,Available,,0.0
2025-06-28 06:25:30,3,33.65,Available,,0.0
2025-06-28 06:25:30,4,39.43,Occupied,71.4,14.27
2025-06-28 06:25:30,5,37.57,Available,,0.0
2025-06-28 06:25:35,1,32.97,Available,,0.0
2025-06-28 06:25:35,2,26.88,Available,,0.0
2025-06-28 06:25:35,3,38.56,Occupied,62.12,8.95
2025-06-28 06:25:35,4,31.26,Available,,0.0
2025-06-28 06:25:35,5,27.56,Available,,0.0
2025-06-28 06:25:40,1,26.77,Occupied,82.56,10.91
2025-06-28 06:25:40,2,36.7,Available,,0.0
